sequence_id,prediction,confidence
sco_1965at7157_Anopheles_gambiae_str._PEST,sco1965at7157,1.0
sco_19663at7157_Anopheles_gambiae_str._PEST,sco19663at7157,1.0
sco_19667at7157_Anopheles_gambiae_str._PEST,sco19667at7157,1.0
sco_19681at7157_Anopheles_gambiae_str._PEST,sco19681at7157,1.0
sco_19689at7157_Anopheles_gambiae_str._PEST,sco19689at7157,1.0
sco_19698at7157_Anopheles_gambiae_str._PEST,sco19698at7157,1.0
sco_19700at7157_Anopheles_gambiae_str._PEST,sco19700at7157,1.0
sco_19711at7157_Anopheles_gambiae_str._PEST,sco19711at7157,1.0
sco_19712at7157_Anopheles_gambiae_str._PEST,sco19712at7157,1.0
sco_19733at7157_Anopheles_gambiae_str._PEST,sco19733at7157,1.0
sco_19743at7157_Anopheles_gambiae_str._PEST,sco19743at7157,1.0
sco_19746at7157_Anopheles_gambiae_str._PEST,sco19746at7157,1.0
sco_19754at7157_Anopheles_gambiae_str._PEST,sco19754at7157,1.0
sco_19758at7157_Anopheles_gambiae_str._PEST,sco19758at7157,1.0
sco_19765at7157_Anopheles_gambiae_str._PEST,sco19765at7157,1.0
sco_19777at7157_Anopheles_gambiae_str._PEST,sco19777at7157,1.0
sco_19782at7157_Anopheles_gambiae_str._PEST,sco19782at7157,1.0
sco_19794at7157_Anopheles_gambiae_str._PEST,sco19794at7157,1.0
sco_19797at7157_Anopheles_gambiae_str._PEST,sco19797at7157,1.0
sco_19798at7157_Anopheles_gambiae_str._PEST,sco19798at7157,1.0
sco_19799at7157_Anopheles_gambiae_str._PEST,sco19799at7157,1.0
sco_19807at7157_Anopheles_gambiae_str._PEST,sco19807at7157,1.0
sco_19808at7157_Anopheles_gambiae_str._PEST,sco19808at7157,1.0
sco_19812at7157_Anopheles_gambiae_str._PEST,sco19812at7157,1.0
sco_19823at7157_Anopheles_gambiae_str._PEST,sco19823at7157,1.0
sco_19826at7157_Anopheles_gambiae_str._PEST,sco19826at7157,1.0
sco_19853at7157_Anopheles_gambiae_str._PEST,sco19853at7157,1.0
sco_19858at7157_Anopheles_gambiae_str._PEST,sco19858at7157,1.0
sco_1985at7157_Anopheles_gambiae_str._PEST,sco1985at7157,1.0
sco_19860at7157_Anopheles_gambiae_str._PEST,sco19860at7157,1.0
sco_19870at7157_Anopheles_gambiae_str._PEST,sco19870at7157,1.0
sco_19872at7157_Anopheles_gambiae_str._PEST,sco19872at7157,1.0
sco_19880at7157_Anopheles_gambiae_str._PEST,sco19880at7157,1.0
sco_19881at7157_Anopheles_gambiae_str._PEST,sco19881at7157,1.0
sco_19883at7157_Anopheles_gambiae_str._PEST,sco19883at7157,1.0
sco_19887at7157_Anopheles_gambiae_str._PEST,sco19887at7157,1.0
sco_19890at7157_Anopheles_gambiae_str._PEST,sco19890at7157,1.0
sco_19897at7157_Anopheles_gambiae_str._PEST,sco19897at7157,1.0
sco_19905at7157_Anopheles_gambiae_str._PEST,sco19905at7157,1.0
sco_19908at7157_Anopheles_gambiae_str._PEST,sco19908at7157,1.0
sco_19909at7157_Anopheles_gambiae_str._PEST,sco19909at7157,1.0
sco_19912at7157_Anopheles_gambiae_str._PEST,sco19912at7157,1.0
sco_19914at7157_Anopheles_gambiae_str._PEST,sco19914at7157,1.0
sco_19918at7157_Anopheles_gambiae_str._PEST,sco19918at7157,1.0
sco_19919at7157_Anopheles_gambiae_str._PEST,sco19919at7157,1.0
sco_19924at7157_Anopheles_gambiae_str._PEST,sco19924at7157,1.0
sco_19933at7157_Anopheles_gambiae_str._PEST,sco19933at7157,1.0
sco_19958at7157_Anopheles_gambiae_str._PEST,sco19958at7157,1.0
sco_19960at7157_Anopheles_gambiae_str._PEST,sco19960at7157,1.0
sco_19968at7157_Anopheles_gambiae_str._PEST,sco19968at7157,1.0
sco_1996at7157_Anopheles_gambiae_str._PEST,sco1996at7157,1.0
sco_19970at7157_Anopheles_gambiae_str._PEST,sco19970at7157,1.0
sco_19978at7157_Anopheles_gambiae_str._PEST,sco19978at7157,1.0
sco_19982at7157_Anopheles_gambiae_str._PEST,sco19982at7157,1.0
sco_19986at7157_Anopheles_gambiae_str._PEST,sco19986at7157,1.0
sco_19993at7157_Anopheles_gambiae_str._PEST,sco19993at7157,1.0
sco_20017at7157_Anopheles_gambiae_str._PEST,sco20017at7157,1.0
sco_20024at7157_Anopheles_gambiae_str._PEST,sco20024at7157,1.0
sco_20039at7157_Anopheles_gambiae_str._PEST,sco20039at7157,1.0
sco_2004at7157_Anopheles_gambiae_str._PEST,sco2004at7157,1.0
sco_20050at7157_Anopheles_gambiae_str._PEST,sco20050at7157,1.0
sco_20061at7157_Anopheles_gambiae_str._PEST,sco20061at7157,1.0
sco_20067at7157_Anopheles_gambiae_str._PEST,sco20067at7157,1.0
sco_20069at7157_Anopheles_gambiae_str._PEST,sco20069at7157,1.0
sco_20084at7157_Anopheles_gambiae_str._PEST,sco20084at7157,1.0
sco_20090at7157_Anopheles_gambiae_str._PEST,sco20090at7157,1.0
sco_20091at7157_Anopheles_gambiae_str._PEST,sco20091at7157,1.0
sco_20100at7157_Anopheles_gambiae_str._PEST,sco20100at7157,1.0
sco_20110at7157_Anopheles_gambiae_str._PEST,sco20110at7157,1.0
sco_20115at7157_Anopheles_gambiae_str._PEST,sco20115at7157,1.0
sco_20116at7157_Anopheles_gambiae_str._PEST,sco20116at7157,1.0
sco_20127at7157_Anopheles_gambiae_str._PEST,sco20127at7157,1.0
sco_20134at7157_Anopheles_gambiae_str._PEST,sco20134at7157,1.0
sco_20144at7157_Anopheles_gambiae_str._PEST,sco20144at7157,1.0
sco_20157at7157_Anopheles_gambiae_str._PEST,sco20157at7157,1.0
sco_20163at7157_Anopheles_gambiae_str._PEST,sco20163at7157,1.0
sco_2016at7157_Anopheles_gambiae_str._PEST,sco2016at7157,1.0
sco_20190at7157_Anopheles_gambiae_str._PEST,sco20190at7157,1.0
sco_20192at7157_Anopheles_gambiae_str._PEST,sco20192at7157,1.0
sco_20199at7157_Anopheles_gambiae_str._PEST,sco20199at7157,1.0
sco_20215at7157_Anopheles_gambiae_str._PEST,sco20215at7157,1.0
sco_20220at7157_Anopheles_gambiae_str._PEST,sco20220at7157,1.0
sco_2022at7157_Anopheles_gambiae_str._PEST,sco2022at7157,1.0
sco_20241at7157_Anopheles_gambiae_str._PEST,sco20241at7157,1.0
sco_20243at7157_Anopheles_gambiae_str._PEST,sco20243at7157,1.0
sco_20253at7157_Anopheles_gambiae_str._PEST,sco20253at7157,1.0
sco_20254at7157_Anopheles_gambiae_str._PEST,sco20254at7157,1.0
sco_20271at7157_Anopheles_gambiae_str._PEST,sco20271at7157,1.0
sco_20274at7157_Anopheles_gambiae_str._PEST,sco20274at7157,1.0
sco_20293at7157_Anopheles_gambiae_str._PEST,sco20293at7157,1.0
sco_20295at7157_Anopheles_gambiae_str._PEST,sco20295at7157,1.0
sco_202at7157_Anopheles_gambiae_str._PEST,sco202at7157,1.0
sco_20310at7157_Anopheles_gambiae_str._PEST,sco20310at7157,1.0
sco_20323at7157_Anopheles_gambiae_str._PEST,sco20323at7157,1.0
sco_20324at7157_Anopheles_gambiae_str._PEST,sco20324at7157,1.0
sco_2034at7157_Anopheles_gambiae_str._PEST,sco2034at7157,1.0
sco_2035at7157_Anopheles_gambiae_str._PEST,sco2035at7157,1.0
sco_20369at7157_Anopheles_gambiae_str._PEST,sco20369at7157,1.0
sco_20372at7157_Anopheles_gambiae_str._PEST,sco20372at7157,1.0
sco_20387at7157_Anopheles_gambiae_str._PEST,sco20387at7157,1.0
sco_20403at7157_Anopheles_gambiae_str._PEST,sco20403at7157,1.0
sco_20434at7157_Anopheles_gambiae_str._PEST,sco20434at7157,1.0
sco_2043at7157_Anopheles_gambiae_str._PEST,sco2043at7157,1.0
sco_20444at7157_Anopheles_gambiae_str._PEST,sco20444at7157,1.0
sco_20445at7157_Anopheles_gambiae_str._PEST,sco20445at7157,1.0
sco_20457at7157_Anopheles_gambiae_str._PEST,sco20457at7157,1.0
sco_20463at7157_Anopheles_gambiae_str._PEST,sco20463at7157,1.0
sco_20464at7157_Anopheles_gambiae_str._PEST,sco20464at7157,1.0
sco_20466at7157_Anopheles_gambiae_str._PEST,sco20466at7157,1.0
sco_20476at7157_Anopheles_gambiae_str._PEST,sco20476at7157,1.0
sco_20488at7157_Anopheles_gambiae_str._PEST,sco20488at7157,1.0
sco_20493at7157_Anopheles_gambiae_str._PEST,sco20493at7157,1.0
sco_20497at7157_Anopheles_gambiae_str._PEST,sco20497at7157,1.0
sco_2049at7157_Anopheles_gambiae_str._PEST,sco2049at7157,1.0
sco_20500at7157_Anopheles_gambiae_str._PEST,sco20500at7157,1.0
sco_20514at7157_Anopheles_gambiae_str._PEST,sco20514at7157,1.0
sco_20517at7157_Anopheles_gambiae_str._PEST,sco20517at7157,1.0
sco_2051at7157_Anopheles_gambiae_str._PEST,sco2051at7157,1.0
sco_20547at7157_Anopheles_gambiae_str._PEST,sco20547at7157,1.0
sco_20552at7157_Anopheles_gambiae_str._PEST,sco20552at7157,1.0
sco_20555at7157_Anopheles_gambiae_str._PEST,sco20555at7157,1.0
sco_20556at7157_Anopheles_gambiae_str._PEST,sco20556at7157,1.0
sco_20563at7157_Anopheles_gambiae_str._PEST,sco20563at7157,1.0
sco_20566at7157_Anopheles_gambiae_str._PEST,sco20566at7157,1.0
sco_20568at7157_Anopheles_gambiae_str._PEST,sco20568at7157,1.0
sco_20571at7157_Anopheles_gambiae_str._PEST,sco20571at7157,1.0
sco_20572at7157_Anopheles_gambiae_str._PEST,sco20572at7157,1.0
sco_20573at7157_Anopheles_gambiae_str._PEST,sco20573at7157,1.0
sco_20596at7157_Anopheles_gambiae_str._PEST,sco20596at7157,1.0
sco_20600at7157_Anopheles_gambiae_str._PEST,sco20600at7157,1.0
sco_20603at7157_Anopheles_gambiae_str._PEST,sco20603at7157,1.0
sco_20607at7157_Anopheles_gambiae_str._PEST,sco20607at7157,1.0
sco_20610at7157_Anopheles_gambiae_str._PEST,sco20610at7157,1.0
sco_20617at7157_Anopheles_gambiae_str._PEST,sco20617at7157,1.0
sco_20630at7157_Anopheles_gambiae_str._PEST,sco20630at7157,1.0
sco_20636at7157_Anopheles_gambiae_str._PEST,sco20636at7157,1.0
sco_20640at7157_Anopheles_gambiae_str._PEST,sco20640at7157,1.0
sco_20651at7157_Anopheles_gambiae_str._PEST,sco20651at7157,1.0
sco_20665at7157_Anopheles_gambiae_str._PEST,sco20665at7157,1.0
sco_20669at7157_Anopheles_gambiae_str._PEST,sco20669at7157,1.0
sco_20676at7157_Anopheles_gambiae_str._PEST,sco20676at7157,1.0
sco_20677at7157_Anopheles_gambiae_str._PEST,sco20677at7157,1.0
sco_20680at7157_Anopheles_gambiae_str._PEST,sco20680at7157,1.0
sco_20686at7157_Anopheles_gambiae_str._PEST,sco20686at7157,1.0
sco_20687at7157_Anopheles_gambiae_str._PEST,sco20687at7157,1.0
sco_20693at7157_Anopheles_gambiae_str._PEST,sco20693at7157,1.0
sco_20695at7157_Anopheles_gambiae_str._PEST,sco20695at7157,1.0
sco_20702at7157_Anopheles_gambiae_str._PEST,sco20702at7157,1.0
sco_20713at7157_Anopheles_gambiae_str._PEST,sco20713at7157,1.0
sco_20718at7157_Anopheles_gambiae_str._PEST,sco20718at7157,1.0
sco_20719at7157_Anopheles_gambiae_str._PEST,sco20719at7157,1.0
sco_20727at7157_Anopheles_gambiae_str._PEST,sco20727at7157,1.0
sco_20735at7157_Anopheles_gambiae_str._PEST,sco20735at7157,1.0
sco_20736at7157_Anopheles_gambiae_str._PEST,sco20736at7157,1.0
sco_20763at7157_Anopheles_gambiae_str._PEST,sco20763at7157,1.0
sco_20764at7157_Anopheles_gambiae_str._PEST,sco20764at7157,1.0
sco_20769at7157_Anopheles_gambiae_str._PEST,sco20769at7157,1.0
sco_20779at7157_Anopheles_gambiae_str._PEST,sco20779at7157,1.0
sco_20794at7157_Anopheles_gambiae_str._PEST,sco20794at7157,1.0
sco_20795at7157_Anopheles_gambiae_str._PEST,sco20795at7157,1.0
sco_20798at7157_Anopheles_gambiae_str._PEST,sco20798at7157,1.0
sco_20827at7157_Anopheles_gambiae_str._PEST,sco20827at7157,1.0
sco_20829at7157_Anopheles_gambiae_str._PEST,sco20829at7157,1.0
sco_20837at7157_Anopheles_gambiae_str._PEST,sco20837at7157,1.0
sco_20839at7157_Anopheles_gambiae_str._PEST,sco20839at7157,1.0
sco_2083at7157_Anopheles_gambiae_str._PEST,sco2083at7157,1.0
sco_20846at7157_Anopheles_gambiae_str._PEST,sco20846at7157,1.0
sco_20855at7157_Anopheles_gambiae_str._PEST,sco20855at7157,1.0
sco_20879at7157_Anopheles_gambiae_str._PEST,sco20879at7157,1.0
sco_20882at7157_Anopheles_gambiae_str._PEST,sco20882at7157,1.0
sco_2088at7157_Anopheles_gambiae_str._PEST,sco2088at7157,1.0
sco_20894at7157_Anopheles_gambiae_str._PEST,sco20894at7157,1.0
sco_20899at7157_Anopheles_gambiae_str._PEST,sco20899at7157,1.0
sco_208at7157_Anopheles_gambiae_str._PEST,sco208at7157,1.0
sco_20900at7157_Anopheles_gambiae_str._PEST,sco20900at7157,1.0
sco_20902at7157_Anopheles_gambiae_str._PEST,sco20902at7157,1.0
sco_20920at7157_Anopheles_gambiae_str._PEST,sco20920at7157,1.0
sco_20921at7157_Anopheles_gambiae_str._PEST,sco20921at7157,1.0
sco_20929at7157_Anopheles_gambiae_str._PEST,sco20929at7157,1.0
sco_20932at7157_Anopheles_gambiae_str._PEST,sco20932at7157,1.0
sco_20934at7157_Anopheles_gambiae_str._PEST,sco20934at7157,1.0
sco_20935at7157_Anopheles_gambiae_str._PEST,sco20935at7157,1.0
sco_20936at7157_Anopheles_gambiae_str._PEST,sco20936at7157,1.0
sco_20938at7157_Anopheles_gambiae_str._PEST,sco20938at7157,1.0
sco_20950at7157_Anopheles_gambiae_str._PEST,sco20950at7157,1.0
sco_2096at7157_Anopheles_gambiae_str._PEST,sco518at7157,0.9996995
sco_20976at7157_Anopheles_gambiae_str._PEST,sco20976at7157,1.0
sco_20986at7157_Anopheles_gambiae_str._PEST,sco20986at7157,1.0
sco_20990at7157_Anopheles_gambiae_str._PEST,sco20990at7157,1.0
sco_21003at7157_Anopheles_gambiae_str._PEST,sco21003at7157,1.0
sco_21008at7157_Anopheles_gambiae_str._PEST,sco21008at7157,1.0
sco_21010at7157_Anopheles_gambiae_str._PEST,sco21010at7157,1.0
sco_21038at7157_Anopheles_gambiae_str._PEST,sco21038at7157,1.0
sco_21045at7157_Anopheles_gambiae_str._PEST,sco21045at7157,1.0
sco_21062at7157_Anopheles_gambiae_str._PEST,sco21062at7157,1.0
sco_21065at7157_Anopheles_gambiae_str._PEST,sco21065at7157,1.0
sco_21066at7157_Anopheles_gambiae_str._PEST,sco21066at7157,1.0
sco_21069at7157_Anopheles_gambiae_str._PEST,sco21069at7157,1.0
sco_21076at7157_Anopheles_gambiae_str._PEST,sco21076at7157,1.0
sco_21091at7157_Anopheles_gambiae_str._PEST,sco21091at7157,1.0
sco_21098at7157_Anopheles_gambiae_str._PEST,sco21098at7157,1.0
sco_21102at7157_Anopheles_gambiae_str._PEST,sco21102at7157,1.0
sco_21110at7157_Anopheles_gambiae_str._PEST,sco21110at7157,1.0
sco_21125at7157_Anopheles_gambiae_str._PEST,sco21125at7157,1.0
sco_21127at7157_Anopheles_gambiae_str._PEST,sco21127at7157,1.0
sco_21133at7157_Anopheles_gambiae_str._PEST,sco21133at7157,1.0
sco_21141at7157_Anopheles_gambiae_str._PEST,sco21141at7157,1.0
sco_21160at7157_Anopheles_gambiae_str._PEST,sco21160at7157,1.0
sco_21164at7157_Anopheles_gambiae_str._PEST,sco21164at7157,1.0
sco_21166at7157_Anopheles_gambiae_str._PEST,sco21166at7157,1.0
sco_21167at7157_Anopheles_gambiae_str._PEST,sco21167at7157,1.0
sco_21170at7157_Anopheles_gambiae_str._PEST,sco21170at7157,1.0
sco_21171at7157_Anopheles_gambiae_str._PEST,sco21171at7157,1.0
sco_21176at7157_Anopheles_gambiae_str._PEST,sco21176at7157,1.0
sco_21178at7157_Anopheles_gambiae_str._PEST,sco21178at7157,1.0
sco_21183at7157_Anopheles_gambiae_str._PEST,sco21183at7157,1.0
sco_21190at7157_Anopheles_gambiae_str._PEST,sco21190at7157,1.0
sco_21193at7157_Anopheles_gambiae_str._PEST,sco21193at7157,1.0
sco_21194at7157_Anopheles_gambiae_str._PEST,sco21194at7157,1.0
sco_21198at7157_Anopheles_gambiae_str._PEST,sco21198at7157,1.0
sco_21200at7157_Anopheles_gambiae_str._PEST,sco21200at7157,1.0
sco_21205at7157_Anopheles_gambiae_str._PEST,sco21205at7157,1.0
sco_21211at7157_Anopheles_gambiae_str._PEST,sco21211at7157,1.0
sco_21212at7157_Anopheles_gambiae_str._PEST,sco21212at7157,1.0
sco_21214at7157_Anopheles_gambiae_str._PEST,sco21214at7157,1.0
sco_21229at7157_Anopheles_gambiae_str._PEST,sco21229at7157,1.0
sco_21234at7157_Anopheles_gambiae_str._PEST,sco21234at7157,1.0
sco_21238at7157_Anopheles_gambiae_str._PEST,sco21238at7157,1.0
sco_21253at7157_Anopheles_gambiae_str._PEST,sco21253at7157,1.0
sco_21264at7157_Anopheles_gambiae_str._PEST,sco21264at7157,1.0
sco_21265at7157_Anopheles_gambiae_str._PEST,sco21265at7157,1.0
sco_21267at7157_Anopheles_gambiae_str._PEST,sco21267at7157,1.0
sco_21268at7157_Anopheles_gambiae_str._PEST,sco21268at7157,1.0
sco_21276at7157_Anopheles_gambiae_str._PEST,sco21276at7157,1.0
sco_21279at7157_Anopheles_gambiae_str._PEST,sco21279at7157,1.0
sco_21288at7157_Anopheles_gambiae_str._PEST,sco21288at7157,1.0
sco_21291at7157_Anopheles_gambiae_str._PEST,sco21291at7157,1.0
sco_21303at7157_Anopheles_gambiae_str._PEST,sco21303at7157,1.0
sco_21306at7157_Anopheles_gambiae_str._PEST,sco21306at7157,1.0
sco_21318at7157_Anopheles_gambiae_str._PEST,sco21318at7157,1.0
sco_21321at7157_Anopheles_gambiae_str._PEST,sco21321at7157,1.0
sco_21324at7157_Anopheles_gambiae_str._PEST,sco21324at7157,1.0
sco_21332at7157_Anopheles_gambiae_str._PEST,sco21332at7157,1.0
sco_21334at7157_Anopheles_gambiae_str._PEST,sco21334at7157,1.0
sco_21336at7157_Anopheles_gambiae_str._PEST,sco21336at7157,1.0
sco_21342at7157_Anopheles_gambiae_str._PEST,sco21342at7157,1.0
sco_21347at7157_Anopheles_gambiae_str._PEST,sco21347at7157,1.0
sco_21348at7157_Anopheles_gambiae_str._PEST,sco21348at7157,1.0
sco_21373at7157_Anopheles_gambiae_str._PEST,sco21373at7157,1.0
sco_21386at7157_Anopheles_gambiae_str._PEST,sco21386at7157,1.0
sco_21394at7157_Anopheles_gambiae_str._PEST,sco21394at7157,1.0
sco_21400at7157_Anopheles_gambiae_str._PEST,sco21400at7157,1.0
sco_21405at7157_Anopheles_gambiae_str._PEST,sco21405at7157,1.0
sco_21406at7157_Anopheles_gambiae_str._PEST,sco21406at7157,1.0
sco_21415at7157_Anopheles_gambiae_str._PEST,sco21415at7157,1.0
sco_21441at7157_Anopheles_gambiae_str._PEST,sco21441at7157,1.0
sco_21445at7157_Anopheles_gambiae_str._PEST,sco21445at7157,1.0
sco_21449at7157_Anopheles_gambiae_str._PEST,sco21449at7157,1.0
sco_21451at7157_Anopheles_gambiae_str._PEST,sco21451at7157,1.0
sco_21453at7157_Anopheles_gambiae_str._PEST,sco21453at7157,1.0
sco_21460at7157_Anopheles_gambiae_str._PEST,sco21460at7157,1.0
sco_21462at7157_Anopheles_gambiae_str._PEST,sco21462at7157,1.0
sco_21466at7157_Anopheles_gambiae_str._PEST,sco21466at7157,1.0
sco_21467at7157_Anopheles_gambiae_str._PEST,sco21467at7157,1.0
sco_2146at7157_Anopheles_gambiae_str._PEST,sco2146at7157,1.0
sco_21473at7157_Anopheles_gambiae_str._PEST,sco21473at7157,1.0
sco_21475at7157_Anopheles_gambiae_str._PEST,sco21475at7157,1.0
sco_21482at7157_Anopheles_gambiae_str._PEST,sco21482at7157,1.0
sco_21489at7157_Anopheles_gambiae_str._PEST,sco21489at7157,1.0
sco_21506at7157_Anopheles_gambiae_str._PEST,sco21506at7157,1.0
sco_21508at7157_Anopheles_gambiae_str._PEST,sco21508at7157,1.0
sco_21510at7157_Anopheles_gambiae_str._PEST,sco21510at7157,1.0
sco_21521at7157_Anopheles_gambiae_str._PEST,sco21521at7157,1.0
sco_21522at7157_Anopheles_gambiae_str._PEST,sco21522at7157,1.0
sco_21526at7157_Anopheles_gambiae_str._PEST,sco21526at7157,1.0
sco_2152at7157_Anopheles_gambiae_str._PEST,sco2152at7157,1.0
sco_21541at7157_Anopheles_gambiae_str._PEST,sco21541at7157,1.0
sco_21568at7157_Anopheles_gambiae_str._PEST,sco21568at7157,1.0
sco_21569at7157_Anopheles_gambiae_str._PEST,sco21569at7157,1.0
sco_21583at7157_Anopheles_gambiae_str._PEST,sco21583at7157,1.0
sco_21596at7157_Anopheles_gambiae_str._PEST,sco21596at7157,1.0
sco_215at7157_Anopheles_gambiae_str._PEST,sco215at7157,1.0
sco_21602at7157_Anopheles_gambiae_str._PEST,sco21602at7157,1.0
sco_21608at7157_Anopheles_gambiae_str._PEST,sco21608at7157,1.0
sco_21613at7157_Anopheles_gambiae_str._PEST,sco21613at7157,1.0
sco_21630at7157_Anopheles_gambiae_str._PEST,sco21630at7157,1.0
sco_21640at7157_Anopheles_gambiae_str._PEST,sco21640at7157,1.0
sco_21641at7157_Anopheles_gambiae_str._PEST,sco21641at7157,1.0
sco_21645at7157_Anopheles_gambiae_str._PEST,sco21645at7157,1.0
sco_21646at7157_Anopheles_gambiae_str._PEST,sco21646at7157,1.0
sco_21663at7157_Anopheles_gambiae_str._PEST,sco21663at7157,1.0
sco_21665at7157_Anopheles_gambiae_str._PEST,sco21665at7157,1.0
sco_21675at7157_Anopheles_gambiae_str._PEST,sco21675at7157,1.0
sco_21678at7157_Anopheles_gambiae_str._PEST,sco21678at7157,1.0
sco_21683at7157_Anopheles_gambiae_str._PEST,sco21683at7157,1.0
sco_21689at7157_Anopheles_gambiae_str._PEST,sco21689at7157,1.0
sco_21699at7157_Anopheles_gambiae_str._PEST,sco21699at7157,1.0
sco_21702at7157_Anopheles_gambiae_str._PEST,sco21702at7157,1.0
sco_21706at7157_Anopheles_gambiae_str._PEST,sco21706at7157,1.0
sco_21718at7157_Anopheles_gambiae_str._PEST,sco21718at7157,1.0
sco_21723at7157_Anopheles_gambiae_str._PEST,sco21723at7157,1.0
sco_21725at7157_Anopheles_gambiae_str._PEST,sco21725at7157,1.0
sco_21728at7157_Anopheles_gambiae_str._PEST,sco21728at7157,1.0
sco_21732at7157_Anopheles_gambiae_str._PEST,sco21732at7157,1.0
sco_21748at7157_Anopheles_gambiae_str._PEST,sco21748at7157,1.0
sco_21751at7157_Anopheles_gambiae_str._PEST,sco21751at7157,1.0
sco_21757at7157_Anopheles_gambiae_str._PEST,sco21757at7157,1.0
sco_21768at7157_Anopheles_gambiae_str._PEST,sco21768at7157,1.0
sco_21769at7157_Anopheles_gambiae_str._PEST,sco21769at7157,1.0
sco_21802at7157_Anopheles_gambiae_str._PEST,sco21802at7157,1.0
sco_21803at7157_Anopheles_gambiae_str._PEST,sco21803at7157,1.0
sco_21806at7157_Anopheles_gambiae_str._PEST,sco21806at7157,1.0
sco_21810at7157_Anopheles_gambiae_str._PEST,sco21810at7157,1.0
sco_21816at7157_Anopheles_gambiae_str._PEST,sco21816at7157,1.0
sco_21822at7157_Anopheles_gambiae_str._PEST,sco21822at7157,1.0
sco_2182at7157_Anopheles_gambiae_str._PEST,sco2182at7157,1.0
sco_21830at7157_Anopheles_gambiae_str._PEST,sco21830at7157,1.0
sco_21842at7157_Anopheles_gambiae_str._PEST,sco21842at7157,1.0
sco_21846at7157_Anopheles_gambiae_str._PEST,sco21846at7157,1.0
sco_21852at7157_Anopheles_gambiae_str._PEST,sco21852at7157,1.0
sco_21856at7157_Anopheles_gambiae_str._PEST,sco21856at7157,1.0
sco_2185at7157_Anopheles_gambiae_str._PEST,sco2185at7157,1.0
sco_21869at7157_Anopheles_gambiae_str._PEST,sco21869at7157,1.0
sco_2187at7157_Anopheles_gambiae_str._PEST,sco2187at7157,1.0
sco_21883at7157_Anopheles_gambiae_str._PEST,sco21883at7157,1.0
sco_21893at7157_Anopheles_gambiae_str._PEST,sco21893at7157,1.0
sco_21897at7157_Anopheles_gambiae_str._PEST,sco21897at7157,1.0
sco_21898at7157_Anopheles_gambiae_str._PEST,sco21898at7157,1.0
sco_218at7157_Anopheles_gambiae_str._PEST,sco218at7157,1.0
sco_21900at7157_Anopheles_gambiae_str._PEST,sco21900at7157,1.0
sco_21904at7157_Anopheles_gambiae_str._PEST,sco21904at7157,1.0
sco_21905at7157_Anopheles_gambiae_str._PEST,sco21905at7157,1.0
sco_21914at7157_Anopheles_gambiae_str._PEST,sco21914at7157,1.0
sco_21921at7157_Anopheles_gambiae_str._PEST,sco21921at7157,1.0
sco_21923at7157_Anopheles_gambiae_str._PEST,sco21923at7157,1.0
sco_21924at7157_Anopheles_gambiae_str._PEST,sco21924at7157,1.0
sco_21927at7157_Anopheles_gambiae_str._PEST,sco21927at7157,1.0
sco_21939at7157_Anopheles_gambiae_str._PEST,sco21939at7157,1.0
sco_21946at7157_Anopheles_gambiae_str._PEST,sco21946at7157,1.0
sco_21955at7157_Anopheles_gambiae_str._PEST,sco21955at7157,1.0
sco_21962at7157_Anopheles_gambiae_str._PEST,sco21962at7157,1.0
sco_21970at7157_Anopheles_gambiae_str._PEST,sco21970at7157,1.0
sco_21986at7157_Anopheles_gambiae_str._PEST,sco21986at7157,1.0
sco_21991at7157_Anopheles_gambiae_str._PEST,sco21991at7157,1.0
sco_21992at7157_Anopheles_gambiae_str._PEST,sco21992at7157,1.0
sco_21995at7157_Anopheles_gambiae_str._PEST,sco21995at7157,1.0
sco_21997at7157_Anopheles_gambiae_str._PEST,sco21997at7157,1.0
sco_21999at7157_Anopheles_gambiae_str._PEST,sco21999at7157,1.0
sco_22000at7157_Anopheles_gambiae_str._PEST,sco22000at7157,1.0
sco_22012at7157_Anopheles_gambiae_str._PEST,sco22012at7157,1.0
sco_22017at7157_Anopheles_gambiae_str._PEST,sco22017at7157,1.0
sco_22030at7157_Anopheles_gambiae_str._PEST,sco22030at7157,1.0
sco_22036at7157_Anopheles_gambiae_str._PEST,sco22036at7157,1.0
sco_22043at7157_Anopheles_gambiae_str._PEST,sco22043at7157,1.0
sco_22044at7157_Anopheles_gambiae_str._PEST,sco22044at7157,1.0
sco_22067at7157_Anopheles_gambiae_str._PEST,sco22067at7157,1.0
sco_22069at7157_Anopheles_gambiae_str._PEST,sco22069at7157,1.0
sco_22071at7157_Anopheles_gambiae_str._PEST,sco22071at7157,1.0
sco_22080at7157_Anopheles_gambiae_str._PEST,sco22080at7157,1.0
sco_22091at7157_Anopheles_gambiae_str._PEST,sco22091at7157,1.0
sco_22094at7157_Anopheles_gambiae_str._PEST,sco22094at7157,1.0
sco_22095at7157_Anopheles_gambiae_str._PEST,sco22095at7157,1.0
sco_22100at7157_Anopheles_gambiae_str._PEST,sco22100at7157,1.0
sco_22114at7157_Anopheles_gambiae_str._PEST,sco22114at7157,1.0
sco_22116at7157_Anopheles_gambiae_str._PEST,sco22116at7157,1.0
sco_22120at7157_Anopheles_gambiae_str._PEST,sco22120at7157,1.0
sco_22137at7157_Anopheles_gambiae_str._PEST,sco22137at7157,1.0
sco_22141at7157_Anopheles_gambiae_str._PEST,sco22141at7157,1.0
